id,EC1,EC2
14838,0.37954069987615197,0.8277990472684693
14839,0.8540615491513233,0.8751818188781577
14840,0.7385317245423318,0.7502732647505286
14841,0.6949037200912441,0.8085733695184163
14842,0.6966825305586432,0.8214005471429285
14843,0.6233119413257824,0.8436556109824934
14844,0.5795842349607699,0.8464399227296306
14845,0.7563132519629522,0.7954623947935464
14846,0.44894484481266933,0.7121517535256343
14847,0.6370203785406626,0.7432640961820757
14848,0.8335221667361882,0.8027942225628354
14849,0.8915503730224156,0.866877608234662
14850,0.8526380607690448,0.8196590043252047
14851,0.3216545572966245,0.8151930038105163
14852,0.35623977506927684,0.8701799506500191
14853,0.7449646889651255,0.8030656916509985
14854,0.751264952197785,0.7540703948775422
14855,0.8414382007155096,0.8157948858777591
14856,0.713912573456395,0.8201277121397533
14857,0.5563981284880797,0.8641371174071605
14858,0.5940177152064618,0.7964920959582437
14859,0.7877280448663546,0.8178266858403072
14860,0.6523910982514036,0.8898290256374884
14861,0.888079710034706,0.847118366065859
14862,0.5166208340691049,0.7839357234526063
14863,0.8534601051912204,0.8379244954524441
14864,0.870611658321811,0.7652835240909425
14865,0.5387030257461051,0.8326062011243494
14866,0.7192041729466322,0.6599254601244329
14867,0.6457970501929258,0.783814560245546
14868,0.8278052169184565,0.7625274906888302
14869,0.7379295430176737,0.7963798649017422
14870,0.6867042635869014,0.7292134862938945
14871,0.8766299268061261,0.8321320375143753
14872,0.7230700899016828,0.7884192060624977
14873,0.7354371725861348,0.6459776197424497
14874,0.7083979303127486,0.7347986725432412
14875,0.5429802769021046,0.7806300702690749
14876,0.2946573098666579,0.8598314136651706
14877,0.728352410665645,0.7199832238708836
14878,0.652983615513956,0.8312259281432416
14879,0.8617103495391459,0.796847524724862
14880,0.7156480516479575,0.6481961383199043
14881,0.9105631166739193,0.7608892441208936
14882,0.6269587970117224,0.806664002557672
14883,0.7756439332276083,0.6871238807015273
14884,0.8492760476749086,0.7537872095605954
14885,0.8774991058681264,0.8059996787608117
14886,0.5503361823787128,0.841224047388285
14887,0.882327786983304,0.853549610772383
14888,0.812949092670924,0.7843785026398339
14889,0.8227433653505375,0.7522568927316501
14890,0.3909762513047551,0.7819844401507571
14891,0.8684655129352555,0.76548310721379
14892,0.8887739756615469,0.8253196186705877
14893,0.7908842280654211,0.8428884598332815
14894,0.4528887816492896,0.7787754375409656
14895,0.5572743434905689,0.7360118367883854
14896,0.847309028815866,0.7132456155422456
14897,0.6903505719152392,0.7710183118726371
14898,0.725596185068236,0.8228451577092124
14899,0.4182067346810414,0.8252448458962856
14900,0.3794324946966094,0.8430745119984739
14901,0.5849411107871182,0.8409754840785684
14902,0.3408975085484255,0.8495379129722775
14903,0.8206099096189649,0.7902400549860351
14904,0.4538705647764567,0.876588256086897
14905,0.8506583408913149,0.7615459558045862
14906,0.6617084272710188,0.846526140934852
14907,0.6100101679502425,0.8293536840529732
14908,0.5449148482319314,0.7937396939497616
14909,0.8033619194830165,0.8533190494721683
14910,0.8486166021464346,0.8139549587859298
14911,0.7456645389920793,0.8043814670525972
14912,0.8155393609663297,0.6898732955423121
14913,0.34547027146617265,0.8730585893349421
14914,0.6747318501340551,0.7983800967663919
14915,0.6196306438557095,0.7891537533235535
14916,0.6920512283436265,0.826340480982492
14917,0.7687639504412458,0.8607048097516301
14918,0.7892339868141659,0.8727920502893736
14919,0.7431182755804853,0.7591274798835841
14920,0.7359621392754025,0.8295972579792114
14921,0.35205824444035694,0.8538662241576734
14922,0.2561132895501256,0.8549390217471016
14923,0.5569629334268282,0.783155228433979
14924,0.6618724867929308,0.7507428721145248
14925,0.7807232950897544,0.7859472214674411
14926,0.4724048752989875,0.8119344656684204
14927,0.8660402518121676,0.8218466200635436
14928,0.8526841281273134,0.8391876130928726
14929,0.9110544689774948,0.872253266707637
14930,0.8524243256703895,0.7758977341012812
14931,0.7172858510097032,0.7288017558140257
14932,0.7939444311624421,0.794062978654719
14933,0.8808338853733434,0.7085209680569283
14934,0.689480288115569,0.8050562105456623
14935,0.4129653049256418,0.8231177241402359
14936,0.33583562943585904,0.7781653762077716
14937,0.37364902317276316,0.8618723842148759
14938,0.563371881368489,0.8263950538715403
14939,0.8465172053017173,0.8021169966764939
14940,0.5318967997967378,0.8088866947351534
14941,0.7900469044484385,0.827757062885585
14942,0.6616534466994509,0.7965711455970769
14943,0.3533931023891262,0.8095125040382869
14944,0.7877669189032565,0.7840583870841727
14945,0.3661848049045126,0.8096877571261134
14946,0.4782020194672122,0.8457786631312212
14947,0.8190931235980552,0.8006507689620718
14948,0.7046460651086992,0.7959920315754809
14949,0.6411042121142522,0.7599339386086306
14950,0.7709839575916216,0.8461628058145838
14951,0.7574609767449165,0.8315524136605618
14952,0.5522325352704377,0.8392673008667793
14953,0.8253322846215125,0.7434988971482869
14954,0.7398033021144886,0.8074913953836744
