id,EC1,EC2
14838,0.6165630761899775,0.802227928277004
14839,0.7060093095198255,0.8423686937707162
14840,0.6901544723925895,0.7124493367622525
14841,0.703874146707303,0.8029831517815408
14842,0.6920149827288191,0.856061453173981
14843,0.6036452515964265,0.8034774186722362
14844,0.601109653620021,0.8614832221923212
14845,0.6735287795819098,0.826218644572064
14846,0.684457099875504,0.8042248138375583
14847,0.7080426264323737,0.7725170608641962
14848,0.70237894141279,0.8451391900743397
14849,0.6596896324427771,0.8444247487938089
14850,0.6909755700183433,0.7748027128174901
14851,0.591469057428528,0.7870469376354116
14852,0.5613061795500672,0.8436832516383231
14853,0.6835754873057183,0.8282860461414759
14854,0.6924249991657498,0.7903921901806574
14855,0.675983922580746,0.7476781653743483
14856,0.7198809444935064,0.829288484056679
14857,0.6436534694865386,0.8767822609791447
14858,0.6221630388360648,0.7985519491928917
14859,0.6864279162069316,0.7595647903439012
14860,0.6459488880565524,0.8592420118029097
14861,0.7223208497488802,0.7913572469730047
14862,0.667340984600347,0.7820268669675088
14863,0.7203380439161294,0.8485047033718526
14864,0.6650201783068436,0.8139575111343899
14865,0.6693824317064024,0.8108526257139412
14866,0.6487356266655814,0.7783882548772416
14867,0.6394387383831085,0.775096532449054
14868,0.6728285004540001,0.8264101858672745
14869,0.6692743625176683,0.8181660523132721
14870,0.6805189341412557,0.8474531845242915
14871,0.6965091195049916,0.8176996711580083
14872,0.6639994023035576,0.8030512727923803
14873,0.6912188041345819,0.8205200540631079
14874,0.6540343790721938,0.80624479585599
14875,0.5795129659150164,0.7856467086144311
14876,0.553183951345303,0.8656830924567214
14877,0.6889896730310595,0.7518784040587645
14878,0.6425470049503027,0.7999728556268829
14879,0.6735296568169887,0.788339134048199
14880,0.6823346458426843,0.8044574969731207
14881,0.7057200473874774,0.7483834381686518
14882,0.6874367350171141,0.7669521362901512
14883,0.6929309044332137,0.7334135639417859
14884,0.6895411412407837,0.8394233236753791
14885,0.7120100318984866,0.8530751037309078
14886,0.6684848208006071,0.8093470184899527
14887,0.7010047983598127,0.8232025153601461
14888,0.68959599604324,0.7916915163527661
14889,0.7137839156804934,0.8163466357227122
14890,0.654062569747741,0.7985295458852073
14891,0.6864535034750194,0.7085060361299186
14892,0.717349220288489,0.8229907691073711
14893,0.7028597494823628,0.7908801896914768
14894,0.6468122750652661,0.8130517404606011
14895,0.6941543821150624,0.7320940852996836
14896,0.6555010306475919,0.7442918052170331
14897,0.6796184639874269,0.7362178849086167
14898,0.6976748932551924,0.836440856401743
14899,0.6132943635473748,0.8152350168610104
14900,0.5893073004500713,0.8314797167512518
14901,0.6538313362858027,0.8645377103549429
14902,0.5836661528970296,0.8622329426549292
14903,0.6981531669737794,0.8130253222120551
14904,0.6415828588000688,0.8036571638972851
14905,0.6788222467830141,0.7721250847902705
14906,0.6654895893371117,0.8445245631722276
14907,0.6515233117822506,0.8040653356125912
14908,0.6505663434512761,0.8083631842966859
14909,0.7235386293002835,0.77961127901365
14910,0.7089280238547727,0.7791667427112632
14911,0.6855406906701753,0.7731025316214674
14912,0.7170428441682998,0.790680361536682
14913,0.5986399674835671,0.8288112303746888
14914,0.7076624989830982,0.8050532910285176
14915,0.6569005895362621,0.8463396108372011
14916,0.6035673176784706,0.8461132145496009
14917,0.6748238611115748,0.848796999802878
14918,0.7285332791394652,0.8171809126171815
14919,0.6587914971152532,0.7989789548921502
14920,0.6674861572527265,0.8148331872302559
14921,0.6256331299588865,0.841210005359688
14922,0.5742548280828048,0.7977392585895077
14923,0.6049331969520475,0.7660563653081187
14924,0.6354115645153817,0.7446895884300967
14925,0.7056417736659456,0.775672649350622
14926,0.6458452254175966,0.8286423358452842
14927,0.6910120506733477,0.7706358872214069
14928,0.6878124723912475,0.8300872298315232
14929,0.6893791194797053,0.8574456762165039
14930,0.6999238035070152,0.7568742546511918
14931,0.671377925717388,0.7511665857386838
14932,0.6858197567178422,0.7995982622116304
14933,0.7081460294334352,0.7624908356471171
14934,0.6585608823228029,0.8372702669973553
14935,0.5924618605561057,0.837048557198295
14936,0.599757197106628,0.7770957988010078
14937,0.5943634400015404,0.8475691290112347
14938,0.6116096371888404,0.8196983174113109
14939,0.7037276185190379,0.811830569290929
14940,0.6639334379133283,0.818816534391227
14941,0.6958691850313751,0.8204218974113554
14942,0.6669698871406611,0.7572146539989419
