id,EC1,EC2
14838,0.4330486614787413,0.7713145564257212
14839,0.7910281176827766,0.7859129068277679
14840,0.7592668616060609,0.7598411393481134
14841,0.6830201851547456,0.7640893276846191
14842,0.7866009563105442,0.87327430030198
14843,0.6751367978009087,0.8631660884384824
14844,0.6020961990000722,0.8599783874868775
14845,0.4914638254123418,0.8639740208149834
14846,0.6474268481656216,0.8241628963649156
14847,0.6326848975908906,0.7325315961556804
14848,0.8043029010003631,0.8521277432857408
14849,0.7871130697426992,0.7251538497004971
14850,0.820141570072818,0.8031205156055443
14851,0.4984921758925865,0.7498563301736197
14852,0.41868883729120654,0.8669216956210519
14853,0.7240067489072817,0.8590174863709735
14854,0.7518058024432532,0.7986247075410665
14855,0.6980890689022322,0.6551888720047474
14856,0.7710561665934874,0.7994756981513668
14857,0.6327822448502126,0.83230745056156
14858,0.5295163602265539,0.7924759846098525
14859,0.7605509260917666,0.8301316777490201
14860,0.6446853411683762,0.835245428892693
14861,0.8467173146094061,0.8213242426140843
14862,0.7230852224959042,0.795869161513744
14863,0.7724563054552802,0.812375127315302
14864,0.7665048442637217,0.8344557627438681
14865,0.6428572918267186,0.7325399171826129
14866,0.7287520956262954,0.7930056305975882
14867,0.5750063909106655,0.7499478604093532
14868,0.7252135304983289,0.8163541209274028
14869,0.634701771902455,0.7782016991205805
14870,0.6639872616686949,0.7525250194107244
14871,0.779223175912082,0.7994684946361972
14872,0.7083446759261641,0.7980201737174245
14873,0.6920644441222203,0.7529674474903768
14874,0.7563822381527503,0.7940212473250883
14875,0.5744209839821144,0.7954011012769291
14876,0.4090106509557657,0.9018600334092114
14877,0.6343165273509945,0.8090509848483678
14878,0.6448158928778994,0.7443783126084568
14879,0.7923283398973653,0.8247437738483882
14880,0.7087130716316773,0.7232617153130868
14881,0.8236358753827413,0.6736784617340299
14882,0.7268673861900096,0.8371551738825128
14883,0.7727810495116875,0.7103125710958652
14884,0.7551398449285979,0.853833548478404
14885,0.7127889429145503,0.8426218919797839
14886,0.6157294300685168,0.8677071763442521
14887,0.7818517832189618,0.8409310442448478
14888,0.8173120112216751,0.7920763807301431
14889,0.6952774636258928,0.6487701537065047
14890,0.46604977624481325,0.8098069888441849
14891,0.7386153942458038,0.7590716344962171
14892,0.8409656767614377,0.8319083448741681
14893,0.8094824108972479,0.814062564000996
14894,0.6838985747510566,0.755579130275655
14895,0.6656801986359582,0.8267998137465782
14896,0.7418618687517776,0.8060969088097366
14897,0.7025062287924178,0.6985062136359531
14898,0.6969805875268139,0.7901677837833855
14899,0.5391347143483807,0.8761661952811215
14900,0.515693502837347,0.826164808933798
14901,0.6900259674557193,0.8713614986090654
14902,0.43701124800373414,0.8712222854955379
14903,0.81853931110816,0.7814397845257874
14904,0.4222929900494255,0.7542600593056363
14905,0.7170655345761519,0.5962675345127314
14906,0.6081067032511341,0.8383141037661088
14907,0.6431443820539146,0.822962050836797
14908,0.47433817500546027,0.8769963763866049
14909,0.7944952123609382,0.8212734552939787
14910,0.8175502836078846,0.8745506933558799
14911,0.707514055798593,0.7625431971686959
14912,0.759708976934305,0.8440642140061906
14913,0.553063913582966,0.8477467150393017
14914,0.7379720107002471,0.8721013358304931
14915,0.5645551108823896,0.8747319884263236
14916,0.6391503924379451,0.8787300388928692
14917,0.6622652324347579,0.8725314142715486
